2.827476220355424896e-01,2.403509325283013642e-01,2.084679560586080449e-01,1.876015062113562393e-01,1.780806593656501513e-01,1.800555649637249345e-01,1.934950775645474241e-01,2.181872480260268754e-01,2.537426660695982217e-01,2.996006015129370481e-01,3.550378473198990137e-01,4.191801250075032903e-01,4.910158725398766077e-01,5.694121972658381381e-01,6.531327423127648579e-01,7.408571846730375166e-01,8.312020574865927047e-01,9.227425681397497526e-01,1.014035068095857861e+00,1.103639820095112967e+00,1.190143703671201925e+00,1.272182500905216562e+00,1.348462410957173008e+00,1.417780454078142682e+00,1.479043443319515871e+00,1.531285224744220574e+00,1.573681914251461755e+00,1.605564890721155047e+00,1.626431340568406769e+00,1.635952187414112968e+00,1.633977281816037852e+00,1.620537769215215862e+00,1.595845598753736105e+00,1.560290180710164787e+00,1.514432245266825960e+00,1.458994999459863884e+00,1.394852721772259718e+00,1.323016974239886512e+00,1.244620649513925148e+00,1.160900104466998428e+00,1.073175662106726769e+00,9.828307892931715806e-01,8.912902786400146438e-01,7.999977786839065352e-01,7.103930266846510966e-01,6.238891431085612505e-01,5.418503458745467238e-01,4.655704358225901118e-01,3.962523927016205483e-01,3.349894034602470261e-01
-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03,-1.002103940760355966e-03
5.842612243645214365e-01,5.298002992801047473e-01,4.749921083708459335e-01,4.207010095482101586e-01,3.677832058725608588e-01,3.170732427194266623e-01,2.693708465003961661e-01,2.254283124998737176e-01,1.859386407290449517e-01,1.515246069017223418e-01,1.227289408893099676e-01,1.000057675465207963e-01,8.371344489113646814e-02,7.410891258399396331e-02,7.134363983704666845e-02,7.546123665340757902e-02,8.639676607154975208e-02,1.039777682599803965e-01,1.279269803118063265e-01,1.578667088464043022e-01,1.933247864596567833e-01,2.337420180859741958e-01,2.784809998385254781e-01,3.268361712493008109e-01,3.780449423791727437e-01,4.312997203167863169e-01,4.857606454012030062e-01,5.405688363104618199e-01,5.948599351330975393e-01,6.477777388087467836e-01,6.984877019618808136e-01,7.461900981809113098e-01,7.901326321814338138e-01,8.296223039522625520e-01,8.640363377795851063e-01,8.928320037919975638e-01,9.155551771347866241e-01,9.318474997901708967e-01,9.414520320973133183e-01,9.442173048442608074e-01,9.400997080279001050e-01,9.291641786097579736e-01,9.115831764213274679e-01,8.876339643695015935e-01,8.576942358349037843e-01,8.222361582216511922e-01,7.818189265953335854e-01,7.370799448427822753e-01,6.887247734320069981e-01,6.375160023021350097e-01
3.944184909486857515e-01,4.451893784429051815e-01,4.799466596166984123e-01,4.989639513339845234e-01,5.030787617765847264e-01,4.936078140178732365e-01,4.722394684930405484e-01,4.409103956463875651e-01,4.016745197748634033e-01,3.565726165475798792e-01,3.075107791095698651e-01,2.561552835987256915e-01,2.038502293011013877e-01,1.515627761263932949e-01,9.985895207105376092e-02,4.891097392328602050e-02,-1.465055119878471129e-03,-5.174420477113617772e-02,-1.026054562944248572e-01,-1.548285088269384935e-01,-2.091820920266399542e-01,-2.663117915255750479e-01,-3.266354428347517658e-01,-3.902536764601730046e-01,-4.568822317228209973e-01,-5.258112599884660066e-01,-5.958950979283277327e-01,-6.655740180825203689e-01,-7.329273823050198589e-01,-7.957555655745056633e-01,-8.516861138169580236e-01,-8.982979709439375959e-01,-9.332563612534348074e-01,-9.544501239440622564e-01,-9.601230182494067122e-01,-9.489907700488834363e-01,-9.203363998933222767e-01,-8.740776118738061706e-01,-8.108016567531652896e-01,-7.317650105179988040e-01,-6.388573116971573151e-01,-5.345311470546180166e-01,-4.217013323121129864e-01,-3.036191745386422336e-01,-1.837287113579103293e-01,-6.551300538630937254e-02,4.766083696598842623e-02,1.526891915985754966e-01,2.468637280952469537e-01,3.279802208893633497e-01
9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01,9.452511837171093667e-01
8.379219804136773808e-01,8.506167143400829023e-01,8.627402261778388537e-01,8.741013209030290554e-01,8.845208272650483261e-01,8.938344234242560082e-01,9.018952284055489210e-01,9.085761184990803763e-01,9.137717320771052698e-01,9.174001312097890271e-01,9.194040938753086367e-01,9.197520163853193376e-01,9.184384117939998760e-01,9.154839964304644084e-01,9.109353631898782222e-01,9.048642467356668995e-01,8.973663922010227667e-01,8.885600452309583286e-01,8.785840871778483052e-01,8.675958448595384453e-01,8.557686094214463912e-01,8.432889034316787269e-01,8.303535393087093652e-01,8.171665154719695012e-01,8.039357991649103141e-01,7.908700466873412882e-01,7.781753127609358778e-01,7.660518009231799264e-01,7.546907061979898357e-01,7.442711998359705650e-01,7.349576036767629938e-01,7.268967986954700811e-01,7.202159086019384038e-01,7.150202950239135102e-01,7.113918958912299750e-01,7.093879332257103654e-01,7.090400107156993315e-01,7.103536153070189041e-01,7.133080306705544826e-01,7.178566639111407799e-01,7.239277803653517696e-01,7.314256348999959023e-01,7.402319818700604515e-01,7.502079399231705858e-01,7.611961822414804457e-01,7.730234176795724998e-01,7.855031236693399421e-01,7.984384877923094148e-01,8.116255116290493898e-01,8.248562279361084659e-01
-4.153320918084469349e-01,-3.828769659219019017e-01,-3.253922260050140514e-01,-2.464684815586631328e-01,-1.513810656503888630e-01,-4.655044197394619943e-02,6.111826554034401060e-02,1.649359525442392616e-01,2.590854223686159252e-01,3.391542990918383071e-01,4.024837664424176231e-01,4.482967216162893620e-01,4.775981156871677014e-01,4.928698465185296085e-01,4.976085721565092213e-01,4.957737504634363579e-01,4.912226201166866590e-01,4.872075967243638672e-01,4.860000303175407987e-01,4.886842453114103035e-01,4.951402116874906723e-01,5.042057662169765475e-01,5.139839194266506706e-01,5.222410154158798612e-01,5.268300874608602413e-01,5.260721843179834156e-01,5.190368174724032668e-01,5.056796572182787886e-01,4.868186149363921134e-01,4.639550632221234316e-01,4.389713747611261874e-01,4.137555968876482360e-01,3.898160131399368566e-01,3.679507851884157854e-01,3.480304041950032512e-01,3.289343352337907311e-01,3.086603340089794645e-01,2.845987430445332533e-01,2.539384283771501938e-01,2.141496532783655204e-01,1.634752833985372855e-01,1.013574256821123815e-01,2.873272223238348966e-02,-5.185462108303735135e-02,-1.363494536808591562e-01,-2.194912835601395829e-01,-2.952994926572887757e-01,-3.576834050502906148e-01,-4.011039515185744198e-01,-4.212047164226128126e-01
-1.391789016157524983e-01,-1.441116516528840874e-01,-1.508367753632061381e-01,-1.592482135284127298e-01,-1.692133127438889550e-01,-1.805749174421449887e-01,-1.931538483299957698e-01,-2.067517281530506790e-01,-2.211541102235205225e-01,-2.361338603725879892e-01,-2.514547389919333242e-01,-2.668751266734801231e-01,-2.821518346917973319e-01,-2.970439402355730674e-01,-3.113165859042693606e-01,-3.247446835496255457e-01,-3.371164640502176679e-01,-3.482368170370080951e-01,-3.579303679004181005e-01,-3.660442435526851113e-01,-3.724504833277784144e-01,-3.770480569975429574e-01,-3.797644580787490343e-01,-3.805568473036466393e-01,-3.794127282208086815e-01,-3.763501442716352119e-01,-3.714173942345035395e-01,-3.646922705241814611e-01,-3.562808323589749526e-01,-3.463157331434987274e-01,-3.349541284452426937e-01,-3.223751975573919126e-01,-3.087773177343370312e-01,-2.943749356638671877e-01,-2.793951855147997487e-01,-2.640743068954544137e-01,-2.486539192139076149e-01,-2.333772111955903783e-01,-2.184851056518146983e-01,-2.042124599831184051e-01,-1.907843623377623032e-01,-1.784125818371700978e-01,-1.672922288503797261e-01,-1.575986779869697485e-01,-1.494848023347026822e-01,-1.430785625596091293e-01,-1.384809888898446417e-01,-1.357645878086385927e-01,-1.349721985837410709e-01,-1.361163176665790009e-01
7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02,7.231725019147680622e-02
-3.352072188157850796e-01,-4.146600178598456865e-01,-5.114794974515475268e-01,-6.204267942016168380e-01,-7.357254549376688324e-01,-8.514075320584991724e-01,-9.616684374461172968e-01,-1.061208575687275335e+00,-1.145540654682116077e+00,-1.211243769211948429e+00,-1.256148731979764177e+00,-1.279443474170653516e+00,-1.281692380098589990e+00,-1.264768840852688703e+00,-1.231705769252361415e+00,-1.186473969885579294e+00,-1.133702779904708802e+00,-1.078361004639581955e+00,-1.025418640528428682e+00,-9.795110516788770871e-01,-9.446270723251135593e-01,-9.238409583649894730e-01,-9.191053050980944050e-01,-9.311181623599908974e-01,-9.592728574963709232e-01,-1.001693778591107087e+00,-1.055355906400366361e+00,-1.116280557861810907e+00,-1.179794952468312008e+00,-1.240839141054588701e+00,-1.294300801455290140e+00,-1.335356598692776897e+00,-1.359798343250456565e+00,-1.364323089558466817e+00,-1.346768541709176370e+00,-1.306278535477013669e+00,-1.243387731720679401e+00,-1.160019712298484773e+00,-1.059398098357388962e+00,-9.458757713535529410e-01,-8.246924263966911584e-01,-7.016752018843785965e-01,-5.829007250739559609e-01,-4.743393639998811362e-01,-3.815036275770664620e-01,-3.091224349604449473e-01,-2.608613955007724750e-01,-2.391064004854916158e-01,-2.448239049363988284e-01,-2.775065176736770667e-01
